design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/home/zerotoasic/asic_tools/raybox-zero-caravel/openlane/top_ew_algofoogle,top_ew_algofoogle,23_11_06_12_28,flow completed,0h15m34s0ms,0h13m29s0ms,156165.83150586474,0.355062121425,54658.041027052655,35.83,-1,1832.03,11935,0,0,0,0,0,0,0,19,11,0,-1,-1,548296,120115,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,301245699.0,0.0,43.55,44.18,11.28,12.65,-1,15868,19193,433,3584,0,0,0,16820,450,2,260,1904,2528,2467,993,1371,1326,1671,108,12629,4730,105,6717,19407,43588,335530.5504,-1,-1,-1,0.0489,0.0677,1.02e-07,-1,-1,-1,28.88,38.0,26.31578947368421,38.0,1,35,153.18,153.6,0.3,1,10,0.45,0,sky130_fd_sc_hd,AREA 0
